,FeatureRatio,TopTFs,AbsCor,Nodes,Interactions,PosInt,Connected,Transitivity,MeanDistance,DupStatus,SimIdx,ClusterA,ClusterB,Accuracy,KLdist,ClusterA2,ClusterB2,AvgDist,flexibility,maxSigval.Netact,maxSigval.MARINa,minSigval.RI,idxAccuracy,idxAvgDist,idxBoth,idxFlexibility,idxTrio
0.14-60-0.65,0.14,60,0.65,108,436,266,1,0.1702859600086,21.2210972654898,FALSE,0.14-60-0.65,0.1494,0.7275,0.8769,0.314454958605746,-0.18742242569894,0.384961412277895,0.00727533023060504,0.0144525095807259,0.1481,0.309660518965291,0.000146509481060536,315,114,429,513,942
0.09-60-0.4,0.09,60,0.4,113,452,281,1,0.167509481668774,25.7951169405815,FALSE,0.09-60-0.4,0.1465,0.7301,0.8766,0.319787083014072,-0.186656043440395,0.388941859910234,0.00781727009641279,0.014691126580292,0.1535,0.13184159089675,0.000178864468952335,316,239,555,497,1052
0.06-28-0.4,0.06,28,0.4,52,158,95,1,0.2296918767507,23.2115384615385,FALSE,0.06-28-0.4,0.2126,0.6637,0.8763,0.216666885268702,-0.191704746796528,0.290284341667345,0.00914848189337087,0.0259222198624511,0.0384,0.0127071104798322,0.000557892824734973,317,386,703,150,853
0.14-60-0.25,0.14,60,0.25,109,437,267,1,0.168941979522184,22.1822120285423,FALSE,0.14-60-0.25,0.1522,0.7239,0.8761,0.309834795648067,-0.18810895216541,0.379465370533543,0.00751273660329773,0.0145770588616037,0.1481,0.309660518965291,0.000146509481060536,318,174,492,507,999
0.14-52-0.75,0.14,52,0.75,89,365,218,1,0.187550744248985,13.520684371808,FALSE,0.14-52-0.75,0.16,0.7154,0.8754,0.296656838166801,-0.189752687811721,0.366559805647731,0.00751057480201711,0.0158831234786441,0.1257,0.13184159089675,0.000182257366699575,320,172,492,451,943
0.16-56-0.85,0.16,56,0.85,49,221,130,1,0.273494653911086,10.9047619047619,FALSE,0.16-56-0.85,0.1995,0.6759,0.8754,0.235201339990161,-0.19258011860657,0.307931738265938,0.00914736091375376,0.0215496470295479,0.1256,0.245109150495321,0.000156546263547388,319,385,704,246,950
0.1-56-0.65,0.1,56,0.65,101,409,253,1,0.177129521586931,20.1681188118812,FALSE,0.1-56-0.65,0.1406,0.7345,0.8751,0.331219317410888,-0.184918404336081,0.395699077820455,0.00783360219787902,0.0136970550499435,0.1357,0.126457649962728,0.000196856314758355,321,242,563,539,1102
0.08-60-0.75,0.08,60,0.75,98,406,247,1,0.181578947368421,19.9944245739533,FALSE,0.08-60-0.75,0.1469,0.728,0.8749,0.319792683498598,-0.186765138935868,0.385726162350076,0.00768187205438069,0.0150085598011924,0.1481,0.126457649962728,0.000196856314758355,322,205,527,483,1010
0.12-60-0.8,0.12,60,0.8,77,345,209,1,0.205491585473871,10.5681818181818,FALSE,0.12-60-0.8,0.1477,0.7267,0.8744,0.318574059930419,-0.186980065351567,0.383738527037398,0.0087099918510628,0.0194899796410708,0.1481,0.245109150495321,0.000146509481060536,323,355,678,313,991
0.1-60-0.7,0.1,60,0.7,102,418,259,1,0.178018933271762,21.9881576392933,FALSE,0.1-60-0.7,0.1474,0.727,0.8744,0.319112627096848,-0.186899976996092,0.384197005848352,0.00794957731479843,0.0130708904065894,0.1535,0.15657789705884,0.000174533561595311,324,271,595,550,1145
0.16-56-0,0.16,56,0,104,408,249,1,0.17128987517337,21.501213592233,FALSE,0.16-56-0,0.1346,0.7396,0.8742,0.342876744529806,-0.182897265795533,0.40356427904698,0.00767421528055409,0.0149773144844556,0.1357,0.245109150495321,0.000155529012925885,325,204,529,484,1013
0.12-60-0.65,0.12,60,0.65,106,427,265,1,0.170259568851738,21.203414195867,FALSE,0.12-60-0.65,0.142,0.7321,0.8741,0.329064211995049,-0.185352750016727,0.392010044948015,0.00810986816076924,0.0164756372143986,0.1481,0.245109150495321,0.000146509481060536,326,296,622,423,1045
0.12-60-0.25,0.12,60,0.25,108,430,267,1,0.167532467532468,22.9794046382831,FALSE,0.12-60-0.25,0.1416,0.7325,0.8741,0.329801189461672,-0.185230065684121,0.392624338082032,0.00806252146706485,0.0137128234279271,0.1481,0.245109150495321,0.000146509481060536,327,288,615,538,1153
0.14-36-0.7,0.14,36,0.7,65,211,122,1,0.186411149825784,17.7822115384615,FALSE,0.14-36-0.7,0.1961,0.6779,0.874,0.240781139095948,-0.192668912985623,0.310845869804283,0.00856248160347963,0.0228434029951617,0.0676,0.0399285227251932,0.000316202811251682,328,344,672,209,881
0.07-36-0.8,0.07,36,0.8,50,172,97,1,0.223433242506812,12.9028571428571,FALSE,0.07-36-0.8,0.2046,0.6688,0.8734,0.229085345875362,-0.192338579906394,0.297634487755813,0.00923351790496084,0.0260995015176327,0.0676,0.0250553139768422,0.000368029714239091,330,393,723,148,871
0.1-36-0.8,0.1,36,0.8,49,174,101,1,0.23134328358209,10.2627551020408,FALSE,0.1-36-0.8,0.2011,0.6723,0.8734,0.233972442937903,-0.192518221854702,0.302701226766663,0.00922917984264786,0.0250880196246049,0.0676,0.0276536229926187,0.000362295738952264,329,392,721,164,885
0.12-24-0.8,0.12,24,0.8,35,118,66,1,0.294851794071763,11.6109243697479,FALSE,0.12-24-0.8,0.2352,0.6381,0.8733,0.189652310693058,-0.188322734417271,0.253987787633465,0.00840012913255937,0.033989600341594,0.0269,0.0150266655378143,0.000529118752793779,331,326,657,77,734
0.1-52-0.85,0.1,52,0.85,44,197,116,1,0.279401767505099,9.00158562367865,FALSE,0.1-52-0.85,0.1676,0.7056,0.8732,0.285002793805766,-0.190988232399125,0.351805870350501,0.00997216416275187,0.0177268365162937,0.1256,0.111941181489358,0.000220801774389674,332,424,756,368,1124
0.09-60-0.75,0.09,60,0.75,95,399,245,1,0.183747287195563,17.2518477043673,FALSE,0.09-60-0.75,0.141,0.7319,0.8729,0.331438384715491,-0.185043919538727,0.391702980329564,0.00835752777802489,0.0147893617207433,0.1481,0.13184159089675,0.000178864468952335,333,322,655,492,1147
0.1-32-0.85,0.1,32,0.85,27,97,51,1,0.321428571428571,8.66809116809117,FALSE,0.1-32-0.85,0.2255,0.6473,0.8728,0.201840082423814,-0.190053193878286,0.266915738914963,0.0100202982746117,0.0405055562695918,0.0539,0.0150266655378143,0.000380318688013639,334,426,760,57,817
0.2-60-0.4,0.2,60,0.4,114,456,276,1,0.165359207266722,21.6530818195932,FALSE,0.2-60-0.4,0.163,0.7096,0.8726,0.292903151438976,-0.190282599859803,0.35781155119935,0.00745254505764231,0.0164281719471143,0.1535,0.337953943776204,0.000108830468010684,335,163,498,428,926
0.14-60-0.7,0.14,60,0.7,103,423,256,1,0.174860956618465,19.2634684941938,FALSE,0.14-60-0.7,0.1549,0.7169,0.8718,0.307071777471149,-0.188722161991647,0.368829953708985,0.00735677292458243,0.0154283984754417,0.1481,0.309660518965291,0.000146509481060536,336,132,468,467,935
0.09-56-0.4,0.09,56,0.4,103,422,261,1,0.176389526871842,21.0374071958881,FALSE,0.09-56-0.4,0.1361,0.7356,0.8717,0.34112839793064,-0.183427169618794,0.397392506933877,0.0077757261117104,0.0159581351417484,0.1357,0.123879958040442,0.000196856314758355,337,227,564,443,1007
0.2-56-0,0.2,56,0,108,417,255,1,0.167529835622608,22.5709588092766,FALSE,0.2-56-0,0.1476,0.7238,0.8714,0.320120273469615,-0.186953436999069,0.379312957856622,0.00782177324024073,0.0141982448569892,0.1357,0.245109150495321,0.00013654621166029,338,240,578,524,1102
0.14-56-0.75,0.14,56,0.75,93,385,233,1,0.184697238408918,15.4582748948107,FALSE,0.14-56-0.75,0.1486,0.7225,0.8711,0.318475316167619,-0.187216679291531,0.37733285100547,0.00819961019399197,0.0130450714684477,0.1292,0.15657789705884,0.000172552340771301,339,305,644,552,1196
0.09-56-0.85,0.09,56,0.85,48,215,126,1,0.259940652818991,9.97872340425532,FALSE,0.09-56-0.85,0.1652,0.7055,0.8707,0.290178053414035,-0.190636050990678,0.351656018328393,0.00975253986809275,0.0208520030227603,0.1292,0.111941181489358,0.000196856314758355,340,419,759,263,1022
0.2-52-0.7,0.2,52,0.7,91,375,227,1,0.185108044780005,17.4980463980464,FALSE,0.2-52-0.7,0.1511,0.7195,0.8706,0.314284881408077,-0.187845441586015,0.372772308013526,0.00789192201761138,0.0146233307066756,0.1257,0.15657789705884,0.000143779367750165,341,258,599,502,1101
0.09-60-0.7,0.09,60,0.7,105,428,266,1,0.175236806495264,23.9455128205128,FALSE,0.09-60-0.7,0.1398,0.7305,0.8703,0.334849367495326,-0.184663956739181,0.389555059101247,0.00814432148854886,0.013811323142929,0.1535,0.13184159089675,0.000178864468952335,342,300,642,534,1176
0.18-52-0.7,0.18,52,0.7,93,381,230,1,0.18408215661104,17.5382187938289,FALSE,0.18-52-0.7,0.1582,0.7117,0.8699,0.302325438867145,-0.189407806890063,0.360973567949015,0.0077773167094546,0.0152886387212876,0.1257,0.15657789705884,0.000156546263547388,343,228,571,473,1044
0.05-56-0.8,0.05,56,0.8,72,288,175,1,0.204843191742755,11.5005868544601,FALSE,0.05-56-0.8,0.1609,0.7089,0.8698,0.297801628890494,-0.189917520163452,0.356758925769195,0.00874414164841425,0.0199782389994941,0.1292,0.0399285227251932,0.000316202811251682,344,356,700,299,999
0.16-36-0.85,0.16,36,0.85,28,105,57,1,0.315286624203822,10.1428571428571,FALSE,0.16-36-0.85,0.2236,0.6458,0.8694,0.206218290475619,-0.190343831752745,0.264798949577144,0.00964053517543224,0.0325066721289932,0.0676,0.0556721132650875,0.000316202811251682,345,412,757,79,836
0.2-56-0.85,0.2,56,0.85,49,222,132,1,0.269380925822644,9.99872448979592,FALSE,0.2-56-0.85,0.2022,0.6672,0.8694,0.234619254311018,-0.192468277270578,0.295324358930376,0.00929896732931136,0.0248174949584187,0.1256,0.245109150495321,0.00013654621166029,346,399,745,171,916
0.14-24-0.7,0.14,24,0.7,45,135,77,1,0.240825688073394,15.3217171717172,FALSE,0.14-24-0.7,0.2231,0.6461,0.8692,0.206969498351664,-0.190417637615209,0.265222028979291,0.00999579014245622,0.0310032413718228,0.0251,0.0195625049071276,0.000529118752793779,347,425,772,95,867
0.16-60-0.7,0.16,60,0.7,106,432,260,1,0.173476222371065,17.7448337825696,FALSE,0.16-60-0.7,0.155,0.7142,0.8692,0.308167093782236,-0.188743964556365,0.364745951351019,0.00725441562803767,0.0153320486555948,0.1535,0.309660518965291,0.000137359978969532,348,112,460,472,932
0.16-56-0.75,0.16,56,0.75,93,384,232,1,0.183720336820618,14.6367461430575,FALSE,0.16-56-0.75,0.1433,0.7258,0.8691,0.328986313995643,-0.18574370876265,0.382363833894374,0.0082475844376781,0.0141892787020615,0.1292,0.245109150495321,0.000155529012925885,349,310,659,525,1184
0.2-60-0.65,0.2,60,0.65,112,450,275,1,0.165968147527242,20.6802606177606,FALSE,0.2-60-0.65,0.1556,0.7134,0.869,0.307231755653509,-0.188873426559871,0.363537835078921,0.00741046908535044,0.01425975143205,0.1535,0.309660518965291,0.000114077932150609,351,146,497,522,1019
0.1-56-0.6,0.1,56,0.6,102,416,258,1,0.176878612716763,19.2395651329839,FALSE,0.1-56-0.6,0.1386,0.7304,0.869,0.337695392515429,-0.184273693383958,0.389401738764927,0.0078785649230518,0.0140645710401702,0.1357,0.126457649962728,0.000196856314758355,350,254,604,529,1133
0.18-52-0.75,0.18,52,0.75,86,365,221,1,0.192539769610532,13.593023255814,FALSE,0.18-52-0.75,0.1589,0.71,0.8689,0.301637595125847,-0.18954434813774,0.358413361522704,0.00776636357709709,0.0158067790881344,0.1257,0.15657789705884,0.000156546263547388,352,225,577,455,1032
0.18-60-0.65,0.18,60,0.65,112,448,274,1,0.167654530059272,20.6916827541828,FALSE,0.18-60-0.65,0.157,0.7118,0.8688,0.304927665037378,-0.189166522467278,0.361124294879689,0.00744085826726554,0.0151017004667003,0.1535,0.309660518965291,0.00013654621166029,354,160,514,481,995
0.1-56-0.7,0.1,56,0.7,94,395,243,1,0.183300876338851,16.2921528254404,FALSE,0.1-56-0.7,0.1447,0.7241,0.8688,0.32658857493591,-0.186151555016723,0.379770237327665,0.00807043436654307,0.0146461877934648,0.1292,0.126457649962728,0.000196856314758355,353,289,642,499,1141
0.1-28-0.85,0.1,28,0.85,26,95,50,1,0.328125,7.72923076923077,FALSE,0.1-28-0.85,0.2307,0.6378,0.8685,0.197966434044909,-0.189176295206011,0.253568446888697,0.00954264535647945,0.0385982803456665,0.0307,0.0150266655378143,0.000529118752793779,355,411,766,59,825
0.18-44-0.8,0.18,44,0.8,57,249,151,1,0.22700296735905,9.39880952380952,FALSE,0.18-44-0.8,0.189,0.6795,0.8685,0.254092678941668,-0.192663027710517,0.313181424289962,0.00819691740560236,0.022350127740081,0.1,0.091401801433132,0.000196856314758355,356,303,659,223,882
0.2-56-0.75,0.2,56,0.75,94,388,236,1,0.182483594144372,15.662319835278,FALSE,0.2-56-0.75,0.1527,0.7158,0.8685,0.312513055468139,-0.188226098109822,0.367164871215739,0.00768353764230436,0.0151422216311042,0.1314,0.245109150495321,0.00013654621166029,357,206,563,478,1041
0.05-44-0.85,0.05,44,0.85,42,147,77,1,0.253333333333333,14.3269454123113,FALSE,0.05-44-0.85,0.2237,0.6447,0.8684,0.206695812692784,-0.190328936331996,0.263248851248342,0.00773802627763312,0.0270137508844986,0.0955,0.0150266655378143,0.000529118752793779,358,217,575,133,708
0.05-40-0.8,0.05,40,0.8,54,189,109,1,0.213949843260188,13.0632424877708,FALSE,0.05-40-0.8,0.2017,0.6666,0.8683,0.235944915357639,-0.192491723156848,0.294459049335985,0.00837297813125766,0.0237683039639162,0.0869,0.0232355221300251,0.000529118752793779,359,325,684,195,879
0.18-60-0.75,0.18,60,0.75,98,414,252,1,0.18277010947168,14.7630969913739,FALSE,0.18-60-0.75,0.1635,0.7041,0.8676,0.294585608329069,-0.190365522728183,0.349559579240121,0.00756071471044958,0.0172453082226096,0.1535,0.309660518965291,0.00013654621166029,360,182,542,386,928
0.09-56-0.75,0.09,56,0.75,90,386,236,1,0.192327497425335,16.2287141073658,FALSE,0.09-56-0.75,0.1451,0.7222,0.8673,0.326609316328331,-0.186265588849623,0.376876235297412,0.00816120897330551,0.0158014598908117,0.1292,0.123879958040442,0.000196856314758355,361,301,662,457,1119
0.16-48-0.8,0.16,48,0.8,64,273,167,1,0.217993079584775,11.4122023809524,FALSE,0.16-48-0.8,0.1694,0.6976,0.867,0.285239344462822,-0.191229787213549,0.339862665510286,0.008571779276757,0.0205897299965419,0.1118,0.123879958040442,0.000196856314758355,362,345,707,275,982
0.14-56-0,0.14,56,0,104,412,254,1,0.171781951442968,22.1126773711725,FALSE,0.14-56-0,0.134,0.733,0.867,0.347318343728686,-0.182680634090227,0.393392511652829,0.0079865169534625,0.0131307603025505,0.1357,0.15657789705884,0.000172552340771301,364,277,641,549,1190
0.1-60-0.8,0.1,60,0.8,76,335,206,1,0.204278397107563,11.3919298245614,FALSE,0.1-60-0.8,0.1486,0.7184,0.867,0.320493027160125,-0.187216679291531,0.371103240285572,0.00903320293616182,0.0143309203940166,0.1481,0.15657789705884,0.000174533561595311,363,377,740,517,1257
0.12-56-0.7,0.12,56,0.7,97,407,251,1,0.177798682972719,17.2793170103093,FALSE,0.12-56-0.7,0.1452,0.7216,0.8668,0.326681492620889,-0.18629392489396,0.375963377790752,0.00788969500892572,0.0146639983643387,0.1292,0.15657789705884,0.000172552340771301,365,257,622,498,1120
0.2-56-0.7,0.2,56,0.7,98,396,241,1,0.178015564202335,18.6048811277088,FALSE,0.2-56-0.7,0.1593,0.7072,0.8665,0.302205405446663,-0.189620986314574,0.354205428777595,0.00788524820426444,0.0177665444761161,0.1314,0.245109150495321,0.00013654621166029,366,255,621,366,987
0.14-56-0.65,0.14,56,0.65,102,410,252,1,0.173530772790375,20.1894777713065,FALSE,0.14-56-0.65,0.1435,0.723,0.8665,0.329912310144254,-0.185802806816038,0.37809415397665,0.00803138512033241,0.0142162305674127,0.1357,0.15657789705884,0.000172552340771301,367,284,651,523,1174
0.2-56-0.65,0.2,56,0.65,106,415,253,1,0.16920627700705,20.6182389937107,FALSE,0.2-56-0.65,0.1433,0.7219,0.8652,0.330943436799114,-0.18574370876265,0.376419744208576,0.00801256274992459,0.017046478015844,0.1357,0.245109150495321,0.00013654621166029,368,282,650,397,1047
0.16-44-0.85,0.16,44,0.85,36,152,88,1,0.294117647058824,9.73492063492063,FALSE,0.16-44-0.85,0.217,0.6476,0.8646,0.217605509428062,-0.191227075032108,0.267339514157855,0.00810805886367283,0.0279385602828139,0.1,0.091401801433132,0.000220801774389674,369,295,664,124,788
0.14-4-0.8,0.14,4,0.8,4,10,6,1,0.6,1.91666666666667,FALSE,0.14-4-0.8,0.2896,0.5747,0.8643,0.139093654268921,-0.171624910546784,0.168611662254213,0.0311913888466357,0.225270864830512,0.004,0.00227090163190028,-100,370,528,898,3,901
0.06-28-0.75,0.06,28,0.75,46,148,86,1,0.256493506493506,18.2830917874396,FALSE,0.06-28-0.75,0.2074,0.6569,0.8643,0.23050035673229,-0.192151706907468,0.280545161078265,0.00865904492190371,0.0228346286510723,0.0384,0.0127071104798322,0.000557892824734973,371,353,724,211,935
0.18-36-0,0.18,36,0,71,236,142,1,0.171510242972844,19.2450704225352,FALSE,0.18-36-0,0.2009,0.6632,0.8641,0.239555679054923,-0.192526657205252,0.289565843641984,0.00809202795563666,0.0220666735488893,0.0676,0.0556721132650875,0.000284499001936455,372,292,664,232,896
0.1-52-0.8,0.1,52,0.8,68,301,184,1,0.21530574880996,10.373573309921,FALSE,0.1-52-0.8,0.1611,0.7026,0.8637,0.300699574076431,-0.189953464926127,0.347316483700971,0.00909430512516745,0.0154766634496386,0.1256,0.111941181489358,0.000208702136538085,373,380,753,466,1219
0.1-56-0.75,0.1,56,0.75,91,385,235,1,0.18960244648318,15.3064713064713,FALSE,0.1-56-0.75,0.1434,0.72,0.8634,0.331710611465002,-0.18577329265685,0.373531531258921,0.00826584680255658,0.01484347507627,0.1292,0.126457649962728,0.000196856314758355,374,312,686,489,1175
0.09-56-0.8,0.09,56,0.8,71,321,195,1,0.217333774396295,11.3144869215292,FALSE,0.09-56-0.8,0.1529,0.7099,0.8628,0.315176373155917,-0.188272497771564,0.358262887810144,0.00902751672041758,0.0140354856818481,0.1292,0.123879958040442,0.000196856314758355,375,375,750,530,1280
0.16-52-0.85,0.16,52,0.85,44,194,112,1,0.281947261663286,9.92019027484144,FALSE,0.16-52-0.85,0.1821,0.6804,0.8625,0.267898818430451,-0.192401784385613,0.314496829886977,0.0088957325988131,0.0329857438126636,0.1256,0.15657789705884,0.000182257366699575,377,363,740,78,818
0.14-24-0.75,0.14,24,0.75,44,132,75,1,0.249388753056235,14.4059196617336,FALSE,0.14-24-0.75,0.2187,0.6438,0.8625,0.216767232102696,-0.191018525660073,0.261981984833681,0.0100211733608303,0.028739556151894,0.0251,0.0195625049071276,0.000529118752793779,376,427,803,113,916
0.05-48-0.85,0.05,48,0.85,44,156,84,1,0.249258160237389,14.3895348837209,FALSE,0.05-48-0.85,0.2207,0.6411,0.8618,0.214680504219558,-0.190756262835323,0.258188941570536,0.0079149822502594,0.0249625691734647,0.1118,0.0276536229926187,0.000368029714239091,378,265,643,168,811
0.16-36-0.7,0.16,36,0.7,66,225,131,1,0.182622268470343,16.3107226107226,FALSE,0.16-36-0.7,0.2266,0.6351,0.8617,0.207377542628832,-0.189877604053956,0.249800738120709,0.0077298077328819,0.0245740543972227,0.0676,0.0556721132650875,0.000316202811251682,379,215,594,178,772
0.14-56-0.7,0.14,56,0.7,97,399,244,1,0.17816091954023,18.2316365979381,FALSE,0.14-56-0.7,0.144,0.7173,0.8613,0.33176798698825,-0.185949333285276,0.369435856856717,0.00776378065147385,0.0163960321569357,0.1292,0.15657789705884,0.000172552340771301,380,223,603,430,1033
0.12-52-0.8,0.12,52,0.8,69,311,189,1,0.21866485013624,9.50639386189258,FALSE,0.12-52-0.8,0.1578,0.703,0.8608,0.307902839924341,-0.18932839355083,0.347914329670659,0.00833369289064293,0.0178838072416542,0.1256,0.123879958040442,0.000182257366699575,381,319,700,360,1060
0.18-56-0.75,0.18,56,0.75,88,372,226,1,0.189490445859873,14.5675287356322,FALSE,0.18-56-0.75,0.1503,0.7103,0.8606,0.320947679314819,-0.187648771039913,0.358864867159493,0.00795540825908686,0.0158635428773074,0.1292,0.245109150495321,0.000141929966227499,382,272,654,452,1106
0.08-56-0.8,0.08,56,0.8,74,331,202,1,0.210149439601494,13.238430211033,FALSE,0.08-56-0.8,0.1532,0.7071,0.8603,0.316067883557688,-0.188341606854191,0.354055350238791,0.00901654642058335,0.0175381362197308,0.1292,0.111941181489358,0.000220801774389674,383,374,757,377,1134
0.2-36-0.65,0.2,36,0.65,69,233,140,1,0.173469387755102,17.3058397271952,FALSE,0.2-36-0.65,0.1942,0.6659,0.8601,0.251526818029689,-0.192692922202413,0.293450204078362,0.00813102040629514,0.0206707842652304,0.0676,0.0556721132650875,0.000284499001936455,384,298,682,271,953
0.14-48-0.8,0.14,48,0.8,65,275,168,1,0.216695501730104,11.3334134615385,FALSE,0.14-48-0.8,0.1771,0.6829,0.86,0.277084674035081,-0.192049643117415,0.318156975763414,0.00885721675594598,0.0194929313812896,0.1118,0.111941181489358,0.000208702136538085,385,361,746,312,1058
0.1-32-0.8,0.1,32,0.8,44,146,83,1,0.250549450549451,14.5179704016913,FALSE,0.1-32-0.8,0.2196,0.6403,0.8599,0.217349715736461,-0.190902760811007,0.257067258494466,0.00944886796652621,0.0296045628506351,0.0539,0.0250553139768422,0.000368029714239091,386,408,794,108,902
0.12-56-0.8,0.12,56,0.8,75,338,205,1,0.207839562443026,10.5212612612613,FALSE,0.12-56-0.8,0.1472,0.7127,0.8599,0.326820441649509,-0.186846245622612,0.362481469219118,0.0085421649498156,0.0173657019271986,0.1292,0.15657789705884,0.000172552340771301,387,341,728,384,1112
0.12-60-0.7,0.12,60,0.7,101,416,257,1,0.174823582972911,19.2442574257426,FALSE,0.12-60-0.7,0.1366,0.7225,0.8591,0.346583526294454,-0.183600121401326,0.37733285100547,0.00804151101477948,0.0136251232279431,0.1481,0.245109150495321,0.000146509481060536,388,285,673,541,1214
0.2-44-0.85,0.2,44,0.85,37,155,89,1,0.282282282282282,9.79279279279279,FALSE,0.2-44-0.85,0.2132,0.6458,0.859,0.226213333182605,-0.191644930320382,0.264798949577144,0.00797460643507478,0.0264819603771414,0.1,0.091401801433132,0.000182257366699575,389,276,665,142,807
0.2-60-0.7,0.2,60,0.7,104,429,261,1,0.174418604651163,18.6727035100822,FALSE,0.2-60-0.7,0.1563,0.7026,0.8589,0.311562843767124,-0.189021542017215,0.347316483700971,0.00774696802131692,0.0132320095271526,0.1535,0.309660518965291,0.000114077932150609,390,221,611,547,1158
0.2-56-0.3,0.2,56,0.3,107,416,254,1,0.167832167832168,21.5926644330806,FALSE,0.2-56-0.3,0.1471,0.7115,0.8586,0.327746969771095,-0.18681927805675,0.360672156242234,0.00799684515383992,0.0128171348213885,0.1357,0.245109150495321,0.00013654621166029,391,279,670,553,1223
0.08-60-0.85,0.08,60,0.85,59,258,154,1,0.247297297297297,12.0128579777908,FALSE,0.08-60-0.85,0.175,0.6835,0.8585,0.281279862284263,-0.191859874523375,0.31903677387846,0.00953441427085381,0.0179336311054854,0.1481,0.126457649962728,0.000196856314758355,392,410,802,358,1160
0.09-52-0.8,0.09,52,0.8,68,301,182,1,0.216276477146042,11.3048726953468,FALSE,0.09-52-0.8,0.1568,0.7015,0.8583,0.311069080902408,-0.189125418562874,0.345673581884729,0.00916418027516598,0.0193830162488789,0.1256,0.111941181489358,0.000220801774389674,393,388,781,319,1100
0.09-60-0.8,0.09,60,0.8,75,333,204,1,0.206261510128913,11.3718918918919,FALSE,0.09-60-0.8,0.153,0.705,0.858,0.317759750116172,-0.188295599477691,0.350906970873221,0.00917728195689629,0.0183650803742651,0.1481,0.12911550161496,0.000178864468952335,394,390,784,344,1128
0.1-56-0.8,0.1,56,0.8,73,326,199,1,0.210759493670886,10.4069634703196,FALSE,0.1-56-0.8,0.1514,0.706,0.8574,0.320892521376353,-0.187918099840336,0.352405420142206,0.00898625635290109,0.0162029976881921,0.1292,0.126457649962728,0.000196856314758355,395,369,764,437,1201
0.14-56-0.85,0.14,56,0.85,52,221,124,1,0.251724137931034,11.0965309200603,FALSE,0.14-56-0.85,0.1712,0.6861,0.8573,0.288018014629273,-0.191452215339825,0.322855312773022,0.00915410917893474,0.0191569575661475,0.1292,0.15657789705884,0.000172552340771301,396,387,783,326,1109
0.18-36-0.75,0.18,36,0.75,61,217,128,1,0.192134831460674,14.8426229508197,FALSE,0.18-36-0.75,0.2118,0.6443,0.8561,0.230040739762913,-0.191781867212455,0.262685644293248,0.00780235526485976,0.0216844002163653,0.0676,0.0556721132650875,0.000284499001936455,398,236,634,242,876
0.18-52-0.85,0.18,52,0.85,48,219,129,1,0.273198847262248,9.97695035460993,FALSE,0.18-52-0.85,0.1966,0.6595,0.8561,0.250738127969312,-0.192659527787234,0.284260693074426,0.00926072298891533,0.0247970514339522,0.1256,0.15657789705884,0.000156546263547388,397,395,792,172,964
0.18-24-0.7,0.18,24,0.7,44,133,76,1,0.245260663507109,16.3393234672304,FALSE,0.18-24-0.7,0.2229,0.6324,0.8553,0.216421552511833,-0.190446846339987,0.246044507894619,0.00952773049191187,0.0286409237118551,0.0251,0.0195625049071276,0.000529118752793779,399,409,808,114,922
0.1-56-0.85,0.1,56,0.85,46,210,127,1,0.273873873873874,9.01256038647343,FALSE,0.1-56-0.85,0.1583,0.6958,0.8541,0.311123117265687,-0.18942750209703,0.337188050540719,0.0105175603509361,0.0178936259402195,0.1292,0.111941181489358,0.000196856314758355,400,433,833,359,1192
0.2-60-0.8,0.2,60,0.8,81,366,224,1,0.203214695752009,9.77283950617284,FALSE,0.2-60-0.8,0.1616,0.6924,0.854,0.305681045340889,-0.190042241223966,0.33214871461921,0.00853643342130935,0.0143899552190907,0.1535,0.309660518965291,0.000114077932150609,401,340,741,515,1256
0.18-48-0.8,0.18,48,0.8,62,270,165,1,0.219101123595506,10.4127445795875,FALSE,0.18-48-0.8,0.1831,0.6708,0.8539,0.271858558277634,-0.192455615781159,0.300527530496344,0.00851767491591929,0.0189802471218339,0.1118,0.123879958040442,0.000178864468952335,402,339,741,334,1075
0.2-52-0.8,0.2,52,0.8,68,311,191,1,0.21923474663909,9.51097453906936,FALSE,0.2-52-0.8,0.1537,0.6996,0.8533,0.319444931911659,-0.188455483741877,0.34283990665484,0.00926778934543631,0.014750083168354,0.1256,0.15657789705884,0.000143779367750165,403,396,799,493,1292
0.16-52-0.8,0.16,52,0.8,68,300,181,1,0.223104693140794,10.4692712906058,FALSE,0.16-52-0.8,0.1582,0.6943,0.8525,0.312317766233378,-0.189407806890063,0.33496276128157,0.0085973323485283,0.0169541602433247,0.1256,0.15657789705884,0.000178864468952335,405,348,753,402,1155
0.09-60-0.85,0.09,60,0.85,49,219,130,1,0.253424657534247,10.0034013605442,FALSE,0.09-60-0.85,0.1563,0.6962,0.8525,0.315523277256567,-0.189021542017215,0.337782007431911,0.00989008437359947,0.0142826365636209,0.1475,0.12911550161496,0.000182257366699575,404,422,826,519,1345
0.2-48-0.8,0.2,48,0.8,64,283,177,1,0.21340964840556,10.4322916666667,FALSE,0.2-48-0.8,0.1692,0.6826,0.8518,0.294769265297969,-0.191203896036936,0.3177172743633,0.00867350567990534,0.0177857705602993,0.1118,0.123879958040442,0.000172552340771301,406,354,760,363,1123
