,FeatureRatio,TopTFs,AbsCor,Nodes,Interactions,PosInt,Connected,Transitivity,MeanDistance,DupStatus,SimIdx,AvgDist.mean,AvgDist.sd
0.12-24-0,0.12,24,0,48,140,81,1,0.225321888412017,19.2734929078014,FALSE,0.12-24-0,0.00852527339336474,0.0001259771455812
0.12-36-0.8,0.12,36,0.8,48,171,96,1,0.23717409587889,9.43040780141844,FALSE,0.12-36-0.8,0.0084049516564353,7.13906517151886e-05
0.14-36-0.8,0.14,36,0.8,48,171,98,1,0.237573715248526,10.2163120567376,FALSE,0.14-36-0.8,0.00967358163511251,0.000104308320532177
0.05-52-0.85,0.05,52,0.85,48,191,104,1,0.265449438202247,9.18572695035461,FALSE,0.05-52-0.85,0.00699792753142938,0.000104718445010088
0.12-52-0.85,0.12,52,0.85,48,208,120,1,0.269279393173198,10.050975177305,FALSE,0.12-52-0.85,0.00840611861951108,0.00014734877078254
0.08-52-0.85,0.08,52,0.85,48,213,121,1,0.270142180094787,10.0500886524823,FALSE,0.08-52-0.85,0.00787763479189835,0.000135594778304451
0.09-56-0.85,0.09,56,0.85,48,215,126,1,0.259940652818991,9.97872340425532,FALSE,0.09-56-0.85,0.00973793552487393,0.000183793453117692
0.18-52-0.85,0.18,52,0.85,48,219,129,1,0.273198847262248,9.97695035460993,FALSE,0.18-52-0.85,0.00933997263099361,0.000100379924147148
0.18-24-0,0.18,24,0,49,141,82,1,0.228013029315961,19.6122448979592,FALSE,0.18-24-0,0.00939375807242603,0.000221118021432243
0.05-28-0.2,0.05,28,0.2,49,141,92,1,0.230283911671924,22.8818027210884,FALSE,0.05-28-0.2,0.0133768470046326,0.000202528402275988
0.16-28-0.75,0.16,28,0.75,49,154,85,1,0.228789323164919,16.5518707482993,FALSE,0.16-28-0.75,0.00779302378164733,8.35382177616465e-05
0.2-28-0.75,0.2,28,0.75,49,160,92,1,0.221441124780316,13.1892006802721,FALSE,0.2-28-0.75,0.00739344580378349,6.08102632308988e-05
0.1-36-0.8,0.1,36,0.8,49,174,101,1,0.23134328358209,10.2627551020408,FALSE,0.1-36-0.8,0.00924308866751435,8.79619973132749e-05
0.16-36-0.8,0.16,36,0.8,49,186,109,1,0.232142857142857,10.328656462585,FALSE,0.16-36-0.8,0.00939909882776479,7.17664576767326e-05
0.09-60-0.85,0.09,60,0.85,49,219,130,1,0.253424657534247,10.0034013605442,FALSE,0.09-60-0.85,0.00989318897200882,0.000183616683644749
0.16-56-0.85,0.16,56,0.85,49,221,130,1,0.273494653911086,10.9047619047619,FALSE,0.16-56-0.85,0.0091581477517911,9.42024447794619e-05
0.2-56-0.85,0.2,56,0.85,49,222,132,1,0.269380925822644,9.99872448979592,FALSE,0.2-56-0.85,0.00930430263138723,9.1799433927741e-05
0.05-28-0,0.05,28,0,50,142,92,1,0.224845995893224,23.8420408163265,FALSE,0.05-28-0,0.0128512141796322,0.00014863620063407
0.06-28-0.65,0.06,28,0.65,50,156,93,1,0.235181644359465,21.2538775510204,FALSE,0.06-28-0.65,0.00907693120468822,5.09193577171056e-05
0.1-28-0.75,0.1,28,0.75,50,157,85,1,0.244422890397672,15.989387755102,FALSE,0.1-28-0.75,0.00763408974422002,0.000151907526057019
0.08-28-0.7,0.08,28,0.7,50,158,85,1,0.235023041474654,18.7208163265306,FALSE,0.08-28-0.7,0.00636572729475755,0.00019425618365801
0.09-28-0.75,0.09,28,0.75,50,159,86,1,0.242540904716073,15.9689795918367,FALSE,0.09-28-0.75,0.00723670535679429,9.45374432820087e-05
0.2-28-0.7,0.2,28,0.7,50,163,94,1,0.215179316096747,14.1391836734694,FALSE,0.2-28-0.7,0.00758423873573182,0.000131637392942301
0.07-36-0.8,0.07,36,0.8,50,172,97,1,0.223433242506812,12.9028571428571,FALSE,0.07-36-0.8,0.00923756232847029,0.000203854200443457
0.09-40-0.8,0.09,40,0.8,50,182,105,1,0.23463687150838,9.35428571428571,FALSE,0.09-40-0.8,0.00892003674419002,0.000140368318748508
0.2-40-0.8,0.2,40,0.8,50,209,123,1,0.226168224299065,10.2228571428571,FALSE,0.2-40-0.8,0.00761664351591493,0.000125157618665494
0.05-32-0.7,0.05,32,0.7,51,152,92,1,0.230997038499506,22.7937254901961,FALSE,0.05-32-0.7,0.00970386281775257,7.38043702638306e-05
0.09-28-0.7,0.09,28,0.7,51,162,88,1,0.235186873290793,16.921568627451,FALSE,0.09-28-0.7,0.00726210765637757,0.000119331454408234
0.18-28-0.75,0.18,28,0.75,51,164,94,1,0.220588235294118,13.7796078431373,FALSE,0.18-28-0.75,0.007965148480249,0.000158095946068595
0.18-40-0.8,0.18,40,0.8,51,214,126,1,0.223692122669874,11.1427450980392,FALSE,0.18-40-0.8,0.00785953623984848,0.000124047749803792
0.06-28-0.4,0.06,28,0.4,52,158,95,1,0.2296918767507,23.2115384615385,FALSE,0.06-28-0.4,0.00924561903458645,8.63955164424792e-05
0.07-32-0.75,0.07,32,0.75,52,165,87,1,0.23224043715847,19.4898190045249,FALSE,0.07-32-0.75,0.00610850757752557,7.10513015286104e-05
0.1-40-0.8,0.1,40,0.8,52,187,110,1,0.226331360946746,10.3050527903469,FALSE,0.1-40-0.8,0.00921729299648622,7.36361284244327e-05
0.14-56-0.85,0.14,56,0.85,52,221,124,1,0.251724137931034,11.0965309200603,FALSE,0.14-56-0.85,0.00913373631632372,0.000189761243385027
0.06-60-0.85,0.06,60,0.85,52,227,133,1,0.268147345612134,10.1749622926094,FALSE,0.06-60-0.85,0.0073717213169843,0.000115595242461965
0.12-56-0.85,0.12,56,0.85,52,228,132,1,0.257668711656442,11.0614630467572,FALSE,0.12-56-0.85,0.00830772218754189,0.000197419022650709
0.16-60-0.85,0.16,60,0.85,52,234,136,1,0.265842349304482,10.9649321266968,FALSE,0.16-60-0.85,0.008161413689673,0.000153094875000183
0.18-60-0.85,0.18,60,0.85,52,239,139,1,0.261392088132198,10.038838612368,FALSE,0.18-60-0.85,0.00848632219316227,5.9760801859927e-05
0.05-32-0.65,0.05,32,0.65,53,156,96,1,0.224431818181818,23.8642960812772,FALSE,0.05-32-0.65,0.00986671541266826,9.05582139440821e-05
0.12-28-0.7,0.12,28,0.7,53,167,92,1,0.218321917808219,18.2728592162554,FALSE,0.12-28-0.7,0.00788426194261328,7.90105502327249e-05
0.08-28-0.55,0.08,28,0.55,53,168,92,1,0.2265625,20.47206095791,FALSE,0.08-28-0.55,0.0063418453615126,0.000152174460288205
0.06-40-0.8,0.06,40,0.8,53,185,106,1,0.218097447795824,13.1923076923077,FALSE,0.06-40-0.8,0.00856548343549447,0.000167614116676055
0.07-60-0.85,0.07,60,0.85,53,229,135,1,0.253205128205128,11.9967343976778,FALSE,0.07-60-0.85,0.00888975158957264,0.000136752386332926
0.05-60-0.85,0.05,60,0.85,53,230,127,1,0.263271939328277,9.33526850507983,FALSE,0.05-60-0.85,0.00646147159952814,0.000149652619876518
0.2-60-0.85,0.2,60,0.85,53,242,143,1,0.256422924901186,10.0656748911466,FALSE,0.2-60-0.85,0.00858196324232959,0.000210798126049108
0.1-28-0.65,0.1,28,0.65,54,165,92,1,0.226759339704605,18.9182389937107,FALSE,0.1-28-0.65,0.00798648724719106,0.000154044843128702
0.2-32-0.7,0.2,32,0.7,54,177,104,1,0.2081811541271,16.0897973445143,FALSE,0.2-32-0.7,0.007614475958997,4.97928248477319e-05
0.05-40-0.8,0.05,40,0.8,54,189,109,1,0.213949843260188,13.0632424877708,FALSE,0.05-40-0.8,0.00845192544896402,0.000262959661000868
0.08-56-0.85,0.08,56,0.85,54,245,146,1,0.259671179883946,10.1589797344514,FALSE,0.08-56-0.85,0.00927209805657014,0.00016583586785488
0.05-32-0.6,0.05,32,0.6,55,158,98,1,0.21565059144677,25.7946127946128,FALSE,0.05-32-0.6,0.0100600169676756,5.33875025200921e-05
0.09-28-0.45,0.09,28,0.45,55,173,96,1,0.223161453930685,19.6360269360269,FALSE,0.09-28-0.45,0.00754073106142858,0.000120826368314029
0.08-40-0.8,0.08,40,0.8,55,196,113,1,0.216666666666667,11.2717171717172,FALSE,0.08-40-0.8,0.00848528707656036,7.71418078536438e-05
0.07-40-0.8,0.07,40,0.8,55,199,116,1,0.21627408993576,9.58518518518519,FALSE,0.07-40-0.8,0.00896106528813675,7.51765980534072e-05
0.16-40-0.8,0.16,40,0.8,55,223,130,1,0.21875,10.3750841750842,FALSE,0.16-40-0.8,0.00761169579507603,8.76752607393157e-05
0.05-32-0.2,0.05,32,0.2,56,159,99,1,0.212938005390836,26.7720779220779,FALSE,0.05-32-0.2,0.00939260628914337,6.97386713411306e-05
0.09-32-0.75,0.09,32,0.75,56,178,98,1,0.218051118210863,17.7243506493507,FALSE,0.09-32-0.75,0.00748115560310594,9.47662935792949e-05
0.14-40-0.8,0.14,40,0.8,56,222,128,1,0.215789473684211,10.3113636363636,FALSE,0.14-40-0.8,0.00839136849170815,0.0001346107823607
0.05-32-0,0.05,32,0,57,160,99,1,0.20844327176781,27.7387218045113,FALSE,0.05-32-0,0.0093441560201876,9.25797234602171e-05
0.2-28-0.4,0.2,28,0.4,57,177,103,1,0.198365527488856,15.2941729323308,FALSE,0.2-28-0.4,0.00797854646428506,0.000130311554031016
0.09-32-0.7,0.09,32,0.7,57,181,100,1,0.212328767123288,18.6694862155388,FALSE,0.09-32-0.7,0.00754128369079718,0.000101657759979109
0.18-44-0.8,0.18,44,0.8,57,249,151,1,0.22700296735905,9.39880952380952,FALSE,0.18-44-0.8,0.00821119886817949,7.16564500619226e-05
0.12-60-0.85,0.12,60,0.85,57,253,148,1,0.254676258992806,12.0535714285714,FALSE,0.12-60-0.85,0.00823871003423642,0.000112974143887995
0.14-28-0,0.14,28,0,58,174,100,1,0.197028928850665,21.2041742286751,FALSE,0.14-28-0,0.00860815115634599,5.47573673033495e-05
0.07-32-0,0.07,32,0,58,176,97,1,0.210526315789474,24.3142770719903,FALSE,0.07-32-0,0.00639196959051032,0.000105908967903408
0.06-32-0.4,0.06,32,0.4,59,180,100,1,0.210847975553858,25.239918176505,FALSE,0.06-32-0.4,0.00639261857855908,7.24173539045166e-05
0.08-32-0.55,0.08,32,0.55,59,184,101,1,0.210485736314572,21.33284628872,FALSE,0.08-32-0.55,0.00722623389717087,0.000108200745045675
0.06-36-0.75,0.06,36,0.75,59,193,106,1,0.209145427286357,16.7700175336061,FALSE,0.06-36-0.75,0.00758965198104309,0.000202371054588654
0.14-60-0.85,0.14,60,0.85,59,256,143,1,0.245492371705964,12.0973115137347,FALSE,0.14-60-0.85,0.00781616451375148,8.48920358103232e-05
0.08-60-0.85,0.08,60,0.85,59,258,154,1,0.247297297297297,12.0128579777908,FALSE,0.08-60-0.85,0.00956599353092451,0.000186787187203578
0.06-32-0.25,0.06,32,0.25,60,181,101,1,0.207362885048835,26.2189265536723,FALSE,0.06-32-0.25,0.00663971896423102,3.82848436532122e-05
0.1-32-0.65,0.1,32,0.65,60,183,103,1,0.204996326230713,21.5754237288136,FALSE,0.1-32-0.65,0.00783930118476861,8.60054754226358e-05
0.07-36-0.75,0.07,36,0.75,60,197,108,1,0.201716738197425,15.8988700564972,FALSE,0.07-36-0.75,0.00764571419665806,6.99614005401171e-05
0.07-44-0.8,0.07,44,0.8,60,226,133,1,0.218280216476248,8.695197740113,FALSE,0.07-44-0.8,0.00823587143488534,0.000177567583500233
0.06-48-0.8,0.06,48,0.8,60,226,134,1,0.213916043703278,9.60480225988701,FALSE,0.06-48-0.8,0.00835262466462847,0.000141114296117313
0.09-44-0.8,0.09,44,0.8,60,250,145,1,0.219289340101523,9.42966101694915,FALSE,0.09-44-0.8,0.00792926484129755,5.66451288768973e-05
0.12-44-0.8,0.12,44,0.8,60,252,147,1,0.215837759536456,8.55084745762712,FALSE,0.12-44-0.8,0.00750388393798783,0.000100063315286073
0.16-44-0.8,0.16,44,0.8,60,255,154,1,0.22329627839536,10.4186440677966,FALSE,0.16-44-0.8,0.00799837774937632,0.000126103675510481
0.08-32-0.4,0.08,32,0.4,61,187,104,1,0.205417607223476,23.1677595628415,FALSE,0.08-32-0.4,0.00743708405535336,0.000128289571329801
0.1-32-0.45,0.1,32,0.45,61,188,106,1,0.20479302832244,22.3745901639344,FALSE,0.1-32-0.45,0.00789365041990066,0.00013963936416874
0.14-32-0.7,0.14,32,0.7,61,190,109,1,0.197395476353667,17.7387978142077,FALSE,0.14-32-0.7,0.00825294859043093,3.84843890696306e-05
0.09-32-0.45,0.09,32,0.45,61,192,108,1,0.202127659574468,21.3795081967213,FALSE,0.09-32-0.45,0.00775764180577928,0.000144824873901552
0.09-36-0.75,0.09,36,0.75,61,206,116,1,0.20532319391635,14.1887978142076,FALSE,0.09-36-0.75,0.00780051327579541,0.000179332475109874
0.18-36-0.75,0.18,36,0.75,61,217,128,1,0.192134831460674,14.8426229508197,FALSE,0.18-36-0.75,0.00776050131734466,0.000267907576024841
0.08-44-0.8,0.08,44,0.8,61,225,132,1,0.213793103448276,11.3601092896175,FALSE,0.08-44-0.8,0.00840919916198692,0.000138477202270872
0.08-32-0.3,0.08,32,0.3,62,188,105,1,0.201923076923077,24.132469592808,FALSE,0.08-32-0.3,0.00742404769282341,5.39945561934084e-05
0.2-32-0,0.2,32,0,62,192,114,1,0.189799870884442,18.2033315705976,FALSE,0.2-32-0,0.00818096356122593,9.26009527238966e-05
0.1-36-0.75,0.1,36,0.75,62,205,116,1,0.203551046290425,16.0875198307774,FALSE,0.1-36-0.75,0.0078468439238584,0.000125554464069833
0.09-48-0.8,0.09,48,0.8,62,254,148,1,0.213971665852467,11.3172924378636,FALSE,0.09-48-0.8,0.00836446537047104,0.000170060789427526
